annotator,aae_speaker_identity,regional_background,regional_background_notes,written_aae_familiarity,acknowledgement_consent,acknowledgement_name,item_index,sample_type,aae_text,sae_text,aae_back_text,special_mark,unintelligible_original,semantic_equivalence,sentiment_preservation,semantic_change_notes,original_naturalness,back_naturalness,sentiment,surface_toxicity,completed,last_updated
annotator_1,yes,west_coast,,very_familiar,name_ok,,11,unique,"Women are taking the word class"" very lightly.Either you have it or you don't theirs no in the middle ...","Women are taking the word ""class"" very lightly. Either you have it or you don't; there is no middle ground.","Women taking the word ""class"" real light. Either you got it or you don't; ain't no middle ground.",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T00:16:48.348Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,12,unique,A beautiful thing may die before due time so cherish it will its here,"A beautiful thing may die before its due time, so cherish it while it's here.","A beautiful thing might die ‘fore its time, so cherish it while it’s here.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:17:19.421Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,13,unique,This lil head nigga wakes me up then goes to sleep on me he luck he got practice in a few hours,This little guy wakes me up and then goes to sleep on me; he is lucky he has practice in a few hours.,This lil guy wake me up then go to sleep on me; he lucky he got practice in a few hours.,yes,,same_meaning,yes,"While an AI might flag this as negative due to the n-word, the Observer rule identifies this as Positive because it describes a moment of domestic warmth and affection toward a ""little guy."" The translation captures the ""playful energy"" perfectly by equating the AAE reference to ""little guy.""",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T00:19:48.036Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,14,unique,She on my mind....but she got someone else on hers....smh,She is on my mind... but she has someone else on hers... shaking my head.,She on my mind... but she got somebody else on hers... smh.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T00:20:30.436Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,15,unique,you from the 312 I'm from that 904 and 256 bruh I fucks wit florida,"You’re from the 312 area code, but I’m from the 904 and 256, man. I really like Florida.","You from the 312, but I'm from the 904 and 256, mane. I really like Florida.",,,meaning_changed,yes,"The 312 refers to a location or area, and not specifically the area code. So, that is a mis match there.",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T00:23:12.300Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,16,unique,"He say when he see me He gon Blaaaassst, but I kno he won't","He says when he sees me he is going to blast, but I know he won't.","He say when he see me he finna blast, but I know he ain't.",,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T00:23:59.449Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,17,unique,"I only did the things I did so u cud c what u were gttn , did all tht just you cud c hw great i am",I only did the things I did so you could see what you were getting; I did all of that just so you could see how great I am.,I only did the things I did so you could see what you was gettin; I did all that just so you could see how great I am.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:26:15.542Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,18,unique,Thats all they say yu act like Koury yur real child,That is all they say: you act like Koury is your real child.,That’s all they be sayin: you act like Koury yo real child.,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T00:29:19.036Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,19,unique,"If women owned their sexuality instead letting men define it for them, patriarchy would colllapse.","If women owned their sexuality instead of letting men define it for them, patriarchy would collapse.","If women owned they sexuality instead of lettin men define it for ‘em, patriarchy would collapse.",,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:30:57.895Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,20,unique,Cause the way my hands set up I will slap tf outta somebody child,"Because of the way I’m built, I will slap the hell out of someone’s child.","The way I’m built, I’ma slap the hell out of somebody kid.",,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T00:31:23.284Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,21,unique,Mariah. The leaves on the trees blow west when the wind is silent,"Mariah, the leaves on the trees blow west when the wind is silent.","Mariah, the leaves on the trees blow west when the wind quiet.",,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T00:31:53.327Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,22,unique,fuck tryna be nice...hell aint bout to play super save a nigga,Forget trying to be nice; I am certainly not going to play the hero and save him.,Forget tryna be nice; I ain’t finna play hero and save him.,,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T00:32:55.957Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,23,unique,Soooo which 1 of y'all suck dick? Please not everybody at once...,"So, which one of you sucks dick? Please, not everyone at once...","So which one of y'all suck dick? Please, not everybody at once...",,,same_meaning,yes,"from african american context, this is a playful joke rather than a negative meaning even though its explicitly charged",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T00:34:16.613Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,24,unique,I've never been so irritated with someone like I am now. Kind of shocking.,I have never been as irritated with someone as I am now. It is kind of shocking.,I ain't never been as pressed with nobody as I am right now. It’s kinda shockin.,,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T00:35:14.044Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,25,unique,"That's it for me, I can never take anything serious lol",That's it for me; I can never take anything seriously lol.,That's it for me; I can't never take nothing serious lol.,,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:37:30.953Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,26,unique,"I Exposed Her Too Real And Now She Ain't Lame, Remember When She Use To Run From Me Now She Like Pain","I exposed her to reality, and now she isn't lame. Remember when she used to run from me? Now she likes pain.","I put her on to reality, and now she ain't lame. Remember when she used to run from me? Now she like pain.",,,meaning_changed,yes,"real to reality, this is not the right meaning

",natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T00:39:20.615Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,27,unique,if everybody said I was talking about you then I must have been the topic of conversation,"If everyone said I was talking about you, then I must have been the topic of conversation.","If errbody said I was talkin’ ’bout you, then I musta been the topic of conversation.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:40:45.438Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,28,unique,Even the words to the songs are different now...#Jesus my breaktrough,Even the words to the songs are different now... #Jesus my breakthrough.,Even the words to the songs be different now... #Jesus my breakthrough.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T00:41:24.118Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,29,unique,good ass point we don't know who that mans father is !!,That is a very good point; we don't know who that man's father is!!,That’s a real good point; we don’t know who that man daddy is!!,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:42:12.099Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,30,unique,im about to take off my jacket && sleep in my bra and panties .,I am about to take off my jacket and sleep in my bra and panties.,I'm finna take off my jacket and sleep in my bra and panties.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:42:28.001Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,31,unique,u shitted in a washing machine lbs u better get Bro og New Towels,"You pooped in a washing machine. I am laughing but serious, you had better buy his mother some new towels.","You pooped in a washing machine. I'm laughing but serious, you better buy his mama some new towels.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T00:44:28.832Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,32,unique,Of it ain't tysheen or my mom Idc Idc Idc idc nd I don't care !!!,"If it isn't Tysheen or my mom, I don't care, I don't care, I don't care, I don't care, and I don't care!!!","If it ain’t Tysheen or my mama, ion care, ion care, ion care, ion care, and ion care!!!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T00:45:15.408Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,33,unique,Niggas gettin killed everyday ...so live life like its ya last day,People are being killed every day... so live life as if it were your last day.,People gettin killed every day... so live life like it’s your last day.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:04:15.190Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,34,unique,would u still bang wit a nigga tho is da question?,"The question is, would you still associate with me?","Question is, would you still mess with me?",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:05:59.645Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,35,unique,I Dont Even Let Shit Brother Me Anymore ! IT'S POINTLESS I'm Grown Af And I Refuse To Look Like A Damn Fool !!,"I do not even let anything bother me anymore! It is pointless. I am a grown adult, and I refuse to look like a damn fool!!","I don't even let nothing bother me no more! It's pointless. I'm grown, and I refuse to look like a damn fool!!",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:06:49.458Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,36,unique,Oh how I wish I could relive my graduation day lol,"Oh, how I wish I could relive my graduation day, lol.","Man, I wish I could relive my graduation day, lol.",,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:07:38.627Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,37,unique,I came up from the bottom yu dont even kno it,I came up from the bottom; you don't even know it.,"I came up from the bottom, you don't even know.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:07:09.422Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,38,unique,Hell fuckin yeah : When you grow up w/out food guess what? You splurge on food when you got the money nigga,"Hell yes: When you grow up without food, guess what? You splurge on food when you have the money.","Hell yeah: When you grow up without no food, guess what? You splurge on food when you got the money.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:09:20.383Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,39,unique,Don't take the advice of people who capitalize every word in a sentence.,Don't take the advice of people who capitalize every word in a sentence.,Don't take advice from folks who capitalize every word in a sentence.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T01:10:17.169Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,40,unique,Me: tell me one way im a asshole and I'll accept it.,"Me: Tell me one way I am an asshole, and I will accept it.","Me: Tell me one way I'm an asshole, and I'mma accept it.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:10:46.716Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,41,unique,"I think ppl were more upset because of the fact that when another race kill our ppl, they get away with it","I think people were more upset because of the fact that when another race kills our people, they get away with it.","I feel like people was more upset 'cause when another race kill us, they be gettin' away with it.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T01:11:35.417Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,42,unique,Catch it catch it one of yall mfs better catch that tweet,"Pay attention, pay attention; one of you had better understand that tweet.","Pay attention, pay attention; one of y'all better understand that tweet.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:13:12.297Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,43,unique,I woke up early on my born day I'm 19 it's a blessing the essence of adolescence leave my body now I'm freshing #blessed #addiction,I woke up early on my birthday; I am 19. It is a blessing. The essence of adolescence is leaving my body; now I am starting fresh. #blessed #addiction.,Woke up early on my birthday; I 19. It’s a blessing. The essence of adolescence leavin my body; now I’m startin fresh. #blessed #addiction.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:17:28.521Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,44,unique,"She can have a Grammy ill still treat her ass like a nominee"" 0.804285714286 0.0657142857143 0.0528571428571 0.0771428571429 375095709479231488 Wed Sep 04 03:19:20 +0000 2013","She can have a Grammy, but I'll still treat her like a nominee.","She can have a Grammy, but I’m still gon treat her like a nominee.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:19:23.656Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,45,unique,I deserve a damn bottle to myself after all this hard work I've done,I deserve an entire bottle to myself after all the hard work I have done.,I deserve a whole bottle to myself after all the hard work I done put in.,,,partly_same_meaning,yes,"damn doesnt mean entire, rather, just puts emphasis on context",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:20:42.964Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,46,unique,What I never understood why ppl make excuses of -having a baby to hold them back in life- that's a blessing not an excuse,"I have never understood why people use having a baby as an excuse for being held back in life; that is a blessing, not an excuse.","I ain’t never understood why folks use havin a baby as an excuse for being held back in life; that’s a blessing, not no excuse.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:21:48.147Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,47,unique,Eatin a burrito and wondering y she ain't text me yet # meandmyproblems,Eating a burrito and wondering why she hasn't texted me yet #meandmyproblems.,Eatin a burrito wonderin why she ain't texted me yet #meandmyproblems.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:22:03.637Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,48,unique,Some ppl just rather have a boss than to be their ownn#OhWell,Some people would just rather have a boss than be their own. #OhWell,Some folks would just rather have a boss than be they own. #OhWell,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T01:24:29.703Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,49,unique,Y do all the mob wives look like mob husbands #ICK,Why do all the mob wives look like mob husbands? #ICK,Why all them mob wives look like mob husbands? #ICK,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T01:35:52.761Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,50,unique,Just cause I don't give af don't mean I don't care,Just because I don't give a damn doesn't mean I don't care.,Just cuz I don't give a damn don't mean I don't care.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:36:25.954Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,51,unique,"Gotta get all our furniture & Shit out the storage tomorrow, I'ma have a LONG DAY!!",I have to get all our furniture and stuff out of storage tomorrow; I am going to have a long day!!,I gotta get all our furniture and stuff out of storage tomorrow; I’m finna have a long day!!,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:37:03.950Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,52,unique,So sick of sorry motherfuckers! From now on if you can't do shit for me I for damn sure can't do shit for you! That's how shit going down!,"I am so sick of these pathetic people! From now on, if you cannot do anything for me, I certainly cannot do anything for you! That is how things are going to be!","I’m so sick of these pathetic people! From now on, if you can’t do nothin for me, I definitely ain’t doin nothin for you! That’s just how it’s gon be!",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:38:13.327Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,53,unique,"They Spazzed On You Like Wtf!!! Get This Piece Of Shit Off My Refrigerator Tf Is You Doing With This Off Brand Ass Shit?"" LMAO!!","They went off on you like, ""What the fuck! Get this piece of shit off my refrigerator. What the fuck are you doing with this off-brand shit?"" LMAO!!","They went off on you like, ""Wtf! Get this piece of shit off my fridge. Wtf you doin with this off-brand shit?"" LMAO!!",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:39:07.285Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,54,unique,bruh check dis out stop writing my lady she ain't feeling u bruh so chilli it's over bruh,"Man, check this out: stop messaging my lady; she isn't interested in you, man, so relax; it's over, man.","Man, look here: stop hittin up my lady; she ain't checkin for you, man, so chill; it's a wrap, man.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T01:40:10.498Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,55,unique,You acted like you wanted this but then you lead me on...,"You acted like you wanted this, but then you led me on...","You was actin like you wanted this, then you led me on...",,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T01:40:38.213Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,56,unique,Lmao dude yo shxt be hitting from the time yuh get up until the time yuh get yo big wide ass in the bed at night lolx!,"LMAO, dude, your stuff is always on point from the moment you wake up until the time you get your big self into bed at night! LOL!","LMAO, bruh, yo stuff stay on point from the moment you wake up till you get yo big self in bed at night! LOL!",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:41:09.585Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,57,unique,Don't do stuff to me u dont want done back to you . Not spiteful Fareal but ppl gotta learn how I feel . Goes for everyone !,"Don't do things to me that you don't want done back to you. I'm not being spiteful, seriously, but people need to understand how I feel. This applies to everyone!","Don’t do stuff to me you don’t want done back to you. I ain’t being spiteful, for real, but people need to understand how I feel. This goes for everybody!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:41:42.191Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,58,unique,You don't want it like that Try to stop it and squash it For I dome yo bitch ass,You don't want things to go that way. Try to stop this and settle it before I shoot you in the head.,You don't want it to go there. Try to stop this and squash it before I shoot you in yo head.,,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T01:42:40.139Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,59,unique,It's Bad Enough At A Time Like This These Tweets Sucks Ass,It's bad enough at a time like this; these tweets suck ass.,It bad enough at a time like this; these tweets suck ass.,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:43:40.889Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,60,unique,that shit got me heated a lil bit but u not the only rich homiee up hea but i be tweeting that ALL THE TIME GO LOOK,"That made me a little angry, but you are not the only rich person here; I tweet that all the time, GO LOOK.","That made me a lil mad, but you ain't the only rich person here; I tweet that all the time, GO LOOK.",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T01:47:14.304Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,61,unique,wondaa Didd my bae Get a demm Texts Frumm mee ; )) Bloweeedd ha Shit up Like She Did Mines . !,I wonder if my partner got those texts from me. I blew her phone up like she did mine.,I wonder if my girl got them texts. I blew her phone up just like she did mine.,,,same_meaning,no,"""The sentiment is Positive because the wink emoji and relationship context signal a playful/affectionate landing. The SAE version fails to preserve this sentiment by flattening the tone into a neutral logistical statement. The original features strong phonetic AAE spelling like 'wondaa' and 'mines'.""",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:48:03.420Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,62,unique,G that cheesecake brownie from starbucks will make u smack yo bitch its so good...nbs,"Man, that cheesecake brownie from Starbucks is so good, it’s unbelievable. I’m serious.","Man, that cheesecake brownie from Starbucks so good, it’s unbelievable. I’m for real.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T01:48:28.890Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,63,unique,"but when I text u, I don't get a response, hmmm.. I wonder whyy,","But when I text you, I don't get a response. Hmm, I wonder why.","But when I text you, ion get no response. Hmm, I wonder why.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T01:49:50.507Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,64,unique,She just told me about how she told her mom about me nShe:.nSays it funny she might like me*__*,She just told me about how she told her mom about me. She says it’s funny that she might like me.,She just told me 'bout how she told her mama 'bout me. She say it's funny she might like me.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:51:39.146Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,65,unique,Say he'll tell you all kinda things to get in your pants .. Baby it's a fact that once it's gone you'll never get it back ..,"They say he will tell you all kinds of things to get in your pants. Baby, it is a fact that once it is gone, you will never get it back.","They say he’ll tell you all types of shit to get in yo pants. Baby, it’s a fact once it’s gone, you ain't never gettin it back.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:52:29.035Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,66,unique,Bouta blast some music wait for my boyfriend to get back,I’m about to blast some music and wait for my boyfriend to get back.,I'm finna blast some music and wait for my boyfriend to get back.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T16:58:34.282Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,67,unique,- laughing at ashley in dis hospital bed && she soo little lol ..,"I am laughing at Ashley in this hospital bed, and she is so little, lol.","I'm laughing at Ashley in this hospital bed and she so little, lol.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T16:58:58.453Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,68,unique,"I swear when she get back , she making a nigga dinner","I swear, when she gets back, she is making me dinner.","I swear, when she get back, she making me dinner.",,yes,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:02:49.530Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,69,unique,Ready to.get back to gambling tho I went in hit for like $50 tho,"I am ready to get back to gambling; I went in and won about $50, though.",I’m ready to get back to gambling; I went in and won like $50 tho.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:03:20.999Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,70,unique,Finna find some to get into cuz it's boring azx hell.....!,I’m about to find something to do because it’s boring as hell.....!,I’m finna find sum to do cause it’s boring as hell.....!,,,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:03:58.930Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,71,unique,New haven strap hangers are rude an obnoxious. No one offers a pregnant woman a seat on a train! Assholes.,New Haven commuters are rude and obnoxious. No one offers a pregnant woman a seat on a train! Assholes.,New Haven commuters rude and obnoxious. Ain’t nobody offerin no pregnant woman a seat on the train! Assholes.,,,same_meaning,yes,,unnatural_or_noisy,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T17:04:39.236Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,72,unique,"if I tell youu something that mean I trust youu so dnt go run yo mouth to another mf MEANING , if youu do then you began to lose my TRUST!","If I tell you something, that means I trust you, so don't go running your mouth to another motherfucker. Meaning, if you do, then you begin to lose my trust!","If I tell you sum, that mean I trust you, so don't go runnin yo mouth to another motherfucker. Meanin if you do, then you startin to lose my trust!",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:05:22.078Z
